shipment_id,warehouse_id,region_id,carrier_id,shipment_cost,delivery_status,is_fragile,shipment_date,delivery_date,package_weight_kg,declared_value_inr,payment_type,priority_level,created_ts,delivery_days
L8224,W29,R08,C07,430.69,Delivered,Y,2025-12-08,2025-12-13,18.04,15361,Prepaid,Standard,2025-12-08 11:38:00,
L9986,W26,R04,C07,559.19,Delivered,N,2025-12-08,2025-12-15,7.8,9444,Credit,Standard,2025-12-08 11:48:00,
L7097,W07,R04,C09,504.32,Delivered,N,2025-12-08,2025-12-12,10.65,33043,Prepaid,Standard,2025-12-08 12:01:00,
L9188,W07,R04,C09,878.07,Delivered,Y,2025-12-08,2025-12-13,13.72,13025,Prepaid,Express,2025-12-08 12:08:00,
L9843,W29,R08,C01,1220.16,Delivered,N,2025-12-08,2025-12-09,10.06,3954,Prepaid,Standard,2025-12-08 12:48:00,
L8031,W10,R03,C03,1035.24,Delivered,N,2025-12-08,2025-12-12,11.44,24304,Prepaid,Standard,2025-12-08 12:52:00,
L9411,W31,R07,C13,498.54,Delivered,N,2025-12-08,2025-12-11,14.74,1476,COD,Standard,2025-12-08 13:05:00,
L8952,W31,R07,C08,690.58,Delivered,Y,2025-12-08,2025-12-11,4.14,15533,COD,Standard,2025-12-08 13:20:00,
L9007,W23,R03,C04,808.03,Delayed,N,2025-12-08,2025-12-15,18.29,5573,Prepaid,Express,2025-12-08 13:22:00,
L7336,W11,R07,C08,274.47,Delivered,N,2025-12-08,2025-12-14,18.95,19882,Prepaid,Express,2025-12-08 13:46:00,
L7388,W17,R08,C01,690.16,Delayed,N,2025-12-08,2025-12-12,19.69,21537,Credit,Standard,2025-12-08 13:51:00,
L8379,W35,R01,C02,554.21,Delivered,Y,2025-12-08,2025-12-10,14.58,11826,Prepaid,Standard,2025-12-08 13:54:00,
L8932,W02,R04,C03,557.83,Delivered,N,2025-12-08,2025-12-13,19.37,13125,COD,Standard,2025-12-08 14:23:00,
L7949,W19,R04,C07,592.81,Delayed,Y,2025-12-08,2025-12-19,15.71,28927,COD,Standard,2025-12-08 14:31:00,
L8332,W17,R08,C04,466.17,Delivered,N,2025-12-08,2025-12-13,17.08,21109,COD,Standard,2025-12-08 15:04:00,
L7150,W16,R02,C04,,Delivered,N,2025-12-08,2025-12-14,15.81,24002,Prepaid,Standard,2025-12-08 15:09:00,
L8183,W14,R08,C07,698.25,Failed,Y,2025-12-08,,11.51,19545,Prepaid,Standard,2025-12-08 15:21:00,
L9737,W29,R08,C12,744.94,Delayed,Y,2025-12-08,2025-12-12,3.34,7962,COD,Standard,2025-12-08 15:27:00,
L8229,W05,R05,C03,493.71,Delivered,Y,2025-12-08,2025-12-13,11.67,2332,Prepaid,Express,2025-12-08 15:30:00,
L7278,W33,R08,C14,700.7,Delivered,N,2025-12-08,2025-12-11,16.24,749,Credit,SameDay,2025-12-08 16:17:00,
L9521,W36,R06,C08,720.65,Delivered,N,2025-12-08,2025-12-14,17.67,21620,COD,Standard,2025-12-08 16:20:00,
L8676,W26,R04,C06,910.11,Delivered,N,2025-12-08,2025-12-12,9.49,12762,COD,Standard,2025-12-08 16:47:00,
L8272,W22,R01,C04,274.66,Delivered,N,2025-12-08,2025-12-11,4.9,16673,Prepaid,Standard,2025-12-08 17:49:00,
L7627,W15,R07,C02,510.57,Delivered,N,2025-12-08,2025-12-10,5.03,6781,Prepaid,Standard,2025-12-08 18:13:00,
L8958,W05,R05,C06,-50.0,Delivered,Y,2025-12-08,2025-12-12,14.14,11795,COD,Standard,2025-12-08 18:14:00,
L8896,W30,R04,C03,551.2,Delivered,N,2025-12-08,2025-12-10,3.57,11759,Prepaid,Standard,2025-12-08 18:18:00,
L8285,W37,R08,C10,407.35,Delivered,N,2025-12-08,2025-12-10,12.55,23518,Prepaid,Standard,2025-12-08 18:25:00,
L8061,W03,R05,C07,526.23,Delivered,Y,2025-12-08,2025-12-11,14.28,8740,COD,Express,2025-12-08 18:28:00,
L8471,W36,R06,C10,541.26,Delivered,N,2025-12-08,2025-12-09,13.9,18692,COD,Standard,2025-12-08 19:07:00,
L9864,W19,R04,C02,933.27,Delivered,N,2025-12-08,2025-12-12,8.84,17482,Prepaid,Standard,2025-12-08 19:16:00,
L7759,W17,R08,C02,754.41,Delivered,N,2025-12-08,2025-12-11,17.17,17108,Prepaid,Standard,2025-12-08 19:29:00,
L7466,W26,R04,C10,581.24,Delivered,N,2025-12-08,2025-12-09,9.12,16427,COD,Express,2025-12-08 19:40:00,
L7783,W28,R05,,1846.87,Delivered,Y,2025-12-08,2025-12-10,7.33,3157,COD,Standard,2025-12-08 19:49:00,
L7817,W19,R04,C07,557.29,Delivered,N,2025-12-08,2025-12-15,21.14,7372,COD,SameDay,2025-12-08 19:55:00,
L7116,W31,R07,C05,12241.6,Delivered,N,2025-12-08,2025-12-11,12.32,7561,Prepaid,Standard,2025-12-08 20:10:00,
L8312,W26,R04,C02,721.95,Delivered,N,2025-12-08,2025-12-12,13.81,17461,Prepaid,Standard,2025-12-08 20:37:00,
L9457,W31,R07,C01,1158.34,Delayed,N,2025-12-08,2025-12-13,6.17,16238,COD,Standard,2025-12-08 20:46:00,
L8276,W16,R02,C03,799.75,Delivered,Y,2025-12-08,2025-12-13,12.27,9821,COD,Express,2025-12-08 21:01:00,
L8479,W31,R07,C03,571.6,Delivered,N,2025-12-08,2025-12-12,10.64,16453,Credit,Express,2025-12-08 21:03:00,
L7624,W15,R07,C10,700.94,Delivered,N,2025-12-08,2025-12-10,17.1,3427,Credit,Standard,2025-12-08 21:18:00,
L8067,W18,R07,C02,513.38,Delivered,N,2025-12-08,,14.98,35857,Prepaid,Express,2025-12-08 21:42:00,
L8021,W17,R08,C01,1154.18,Delayed,N,2025-12-08,2025-12-12,14.64,25549,Prepaid,Standard,2025-12-08 22:08:00,
L8078,W32,R03,C07,746.97,Delivered,N,2025-12-08,2025-12-14,3.31,16492,Prepaid,Express,2025-12-08 22:15:00,
L7387,W03,R05,C07,573.68,Delivered,N,2025-12-08,2025-12-13,0.2,10072,COD,SameDay,2025-12-08 22:33:00,
L9191,W33,R08,C08,1094.07,Delivered,Y,2025-12-08,2025-12-14,14.36,12947,COD,Standard,2025-12-08 22:55:00,
L7489,W28,R05,C03,790.21,Delivered,Y,2025-12-08,2025-12-14,12.04,17141,COD,Express,2025-12-08 22:59:00,
L9437,W09,R02,C01,1548.85,Delivered,N,2025-12-08,2025-12-10,7.57,18260,Prepaid,Standard,2025-12-08 23:09:00,
L9880,W25,R04,C07,437.41,Delivered,N,2025-12-08,2025-12-09,0.2,21790,COD,Standard,2025-12-08 23:43:00,
L8574,W32,R03,C11,997.05,Delivered,N,2025-12-08,2025-12-16,12.51,16840,Prepaid,Standard,2025-12-08 23:46:00,
L9975,W03,R05,C09,521.56,Delivered,N,2025-12-09,2025-12-15,6.65,18598,Prepaid,Express,2025-12-09 00:08:00,
L9103,W16,R02,C01,1126.48,Delivered,N,2025-12-09,2025-12-10,11.12,17020,Prepaid,Express,2025-12-09 00:14:00,
L8170,W27,R05,C12,1554.03,Delivered,N,2025-12-09,2025-12-10,15.91,500,Prepaid,Standard,2025-12-09 00:18:00,
L9802,W29,R08,C10,580.73,Delivered,N,2025-12-09,2025-12-12,6.14,18101,Prepaid,Standard,2025-12-09 00:44:00,
L7169,W01,R01,C02,704.13,Delayed,Y,2025-12-09,2025-12-14,1.86,9136,Prepaid,SameDay,2025-12-09 01:06:00,
L8677,W12,R04,C01,1235.41,Delivered,N,2025-12-09,2025-12-11,13.76,32785,COD,Standard,2025-12-09 01:15:00,
L7430,W20,R04,C04,1175.49,Delivered,Y,2025-12-09,2025-12-14,11.48,21307,Prepaid,Standard,2025-12-09 01:34:00,
L7660,W33,R08,C10,390.25,Delivered,N,2025-12-09,2025-12-13,14.94,28241,Prepaid,Standard,2025-12-09 01:51:00,
L7343,W28,R05,C12,1230.39,Delivered,N,2025-12-09,2025-12-11,2.46,10382,COD,Standard,2025-12-09 02:39:00,
L9557,W26,R04,C12,846.23,Delayed,N,2025-12-09,2025-12-13,12.33,29960,Prepaid,Express,2025-12-09 03:00:00,
L7408,W20,R04,C02,907.87,Delivered,Y,2025-12-09,2025-12-13,20.01,20554,COD,Standard,2025-12-09 03:06:00,
L9749,W09,R02,C09,445.32,Delivered,N,2025-12-09,2025-12-14,19.01,5270,Prepaid,Express,2025-12-09 03:15:00,
L8261,W08,R05,C02,844.22,Delivered,Y,2025-12-09,2025-12-12,20.3,22614,Prepaid,Standard,2025-12-09 03:19:00,
L7279,W03,R05,C01,1551.75,Delivered,Y,2025-12-09,2025-12-09,9.91,7592,Prepaid,Express,2025-12-09 03:23:00,
L9311,W12,R04,C08,754.12,Delivered,N,2025-12-09,,6.34,9608,Prepaid,Standard,2025-12-09 03:30:00,
L7265,W38,R06,C14,445.8,Delivered,N,2025-12-09,2025-12-10,13.62,14195,COD,Standard,2025-12-09 04:37:00,
L9476,W33,R08,C05,974.65,Delivered,N,2025-12-09,2025-12-10,13.09,22857,Prepaid,Standard,2025-12-09 05:19:00,
L9948,W22,R01,C02,231.04,Delivered,N,2025-12-09,2025-12-10,14.55,19159,COD,SameDay,2025-12-09 05:22:00,
L7979,W10,R03,C02,729.79,Delayed,N,2025-12-09,2025-12-15,9.37,10276,Prepaid,Standard,2025-12-09 06:15:00,
L7189,W04,R07,,1291.91,Delayed,Y,2025-12-09,2025-12-11,8.87,26116,COD,Standard,2025-12-09 06:39:00,
L7251,W32,R03,C04,837.72,Delivered,N,2025-12-09,2025-12-14,10.99,11434,COD,Express,2025-12-09 06:40:00,
L8173,W16,R02,C03,457.77,Delivered,Y,2025-12-09,2025-12-14,0.2,15025,Prepaid,Standard,2025-12-09 06:58:00,
L9577,W18,R07,C02,370.74,Delivered,N,2025-12-09,2025-12-14,0.2,500,Prepaid,Standard,2025-12-09 07:07:00,
L9809,W18,R07,C04,439.08,Delayed,N,2025-12-09,2025-12-17,17.93,1971,COD,Express,2025-12-09 07:11:00,
L8881,W22,R01,C03,647.38,Delivered,N,2025-12-09,2025-12-11,5.69,22123,COD,Standard,2025-12-09 07:18:00,
L9830,W16,R02,C01,1227.34,Delivered,N,2025-12-09,2025-12-06,8.63,9158,COD,Standard,2025-12-09 07:34:00,
L7304,W40,R03,C01,1146.1,Delayed,N,2025-12-09,2025-12-13,10.97,16943,Credit,Express,2025-12-09 07:41:00,
L9168,W16,R02,C15,1217.26,Delivered,N,2025-12-09,2025-12-12,20.22,12326,Prepaid,Standard,2025-12-09 07:42:00,
L9853,W10,R03,C03,948.72,Delivered,N,2025-12-09,2025-12-11,13.4,24018,Prepaid,Standard,2025-12-09 07:44:00,
L7275,W01,R01,C03,583.9,Delivered,Y,2025-12-09,2025-12-13,5.67,26148,COD,Standard,2025-12-09 08:00:00,
L8769,W28,R05,C04,481.37,Delivered,N,2025-12-09,2025-12-15,15.16,29713,Prepaid,Standard,2025-12-09 08:20:00,
L9641,W32,R03,C08,860.91,Delivered,Y,2025-12-09,2025-12-13,15.26,32266,Credit,Standard,2025-12-09 08:27:00,
L8416,W17,R08,C10,-50.0,Delivered,Y,2025-12-09,2025-12-13,13.3,36012,Prepaid,Standard,2025-12-09 08:40:00,
L7084,W09,R02,C02,723.47,Delivered,N,2025-12-09,2025-12-11,22.21,23503,Prepaid,SameDay,2025-12-09 09:11:00,
L7741,W20,R04,C03,433.87,Delivered,N,2025-12-09,2025-12-11,13.09,19046,Credit,Standard,2025-12-09 09:55:00,
L7798,W18,R07,C12,1234.19,Delivered,N,2025-12-09,2025-12-09,18.6,24119,COD,Standard,2025-12-09 10:24:00,
L9982,W28,R05,C01,1170.51,Delivered,N,2025-12-09,2025-12-11,15.22,16607,COD,Standard,2025-12-09 10:30:00,
L8000,W01,R01,C10,381.08,Delivered,N,2025-12-09,2025-12-13,3.77,18064,Prepaid,Express,2025-12-09 11:15:00,
L8632,W34,R04,C05,1630.62,Delivered,N,2025-12-09,2025-12-11,16.48,15250,Prepaid,Standard,2025-12-09 11:19:00,
L8590,W38,R06,C02,617.24,Delivered,N,2025-12-09,2025-12-13,14.04,17021,Prepaid,Standard,2025-12-09 11:50:00,
L8879,W14,R08,C04,493.72,Delivered,N,2025-12-09,2025-12-15,16.94,9079,COD,Standard,2025-12-09 11:55:00,
L8811,W15,R07,C04,654.72,Delivered,Y,2025-12-09,2025-12-10,9.46,11528,Prepaid,Standard,2025-12-09 11:55:00,
L8687,W05,R05,C03,506.86,Delayed,N,2025-12-09,2025-12-15,13.32,12873,Prepaid,Standard,2025-12-09 11:55:00,
L7781,W15,R07,C08,800.68,Delivered,Y,2025-12-09,2025-12-15,16.98,20380,Prepaid,Standard,2025-12-09 12:35:00,
L9619,W25,R04,C12,570.79,Delayed,N,2025-12-09,2025-12-09,14.63,16483,Prepaid,Standard,2025-12-09 12:35:00,
L8199,W31,R07,C10,807.98,Delivered,N,2025-12-09,2025-12-12,25.16,8983,Prepaid,Standard,2025-12-09 12:47:00,
L7062,W19,R04,C12,1629.06,Delivered,N,2025-12-09,2025-12-09,12.85,5885,Prepaid,Standard,2025-12-09 12:57:00,
L7611,W35,R01,C10,491.44,Delivered,N,2025-12-09,2025-12-13,2.58,20408,Credit,Express,2025-12-09 13:04:00,
L9353,W29,R08,C02,707.4,Delivered,N,2025-12-09,2025-12-10,10.88,4152,Prepaid,Standard,2025-12-09 13:05:00,
L9428,W33,R08,C07,803.65,Delayed,N,2025-12-09,2025-12-18,23.02,18508,Prepaid,Express,2025-12-09 13:11:00,
L8221,W35,R01,C01,1277.16,Delivered,N,2025-12-09,2025-12-09,0.2,25979,COD,Standard,2025-12-09 13:16:00,
L8351,W08,R05,C02,834.38,Delivered,Y,2025-12-09,2025-12-13,5.69,3434,Prepaid,Express,2025-12-09 13:28:00,
L8410,W37,R08,C09,685.51,Delivered,Y,2025-12-09,2025-12-15,8.46,13287,Credit,Standard,2025-12-09 13:35:00,
L7112,W13,R08,C08,595.25,Delivered,N,2025-12-09,2025-12-14,19.7,12988,COD,Standard,2025-12-09 13:37:00,
L9870,W10,R03,C08,763.85,Delivered,N,2025-12-09,2025-12-14,10.49,12551,Prepaid,Express,2025-12-09 13:56:00,
L8321,W02,R04,C07,434.44,Delayed,N,2025-12-09,2025-12-18,0.2,10321,COD,Standard,2025-12-09 14:01:00,
L7962,W14,R08,C08,512.92,Delayed,Y,2025-12-09,2025-12-14,12.93,18865,Prepaid,SameDay,2025-12-09 14:37:00,
L7033,W30,R04,C09,588.53,Delivered,N,2025-12-09,2025-12-11,5.3,18790,COD,Standard,2025-12-09 15:02:00,
L8253,W34,R04,C07,687.22,Delayed,N,2025-12-09,2025-12-19,12.59,24575,Credit,Standard,2025-12-09 15:18:00,
L9189,W23,R03,C04,448.94,Delayed,N,2025-12-09,2025-12-16,15.07,3404,Prepaid,Standard,2025-12-09 15:22:00,
L9043,W10,R03,,857.36,Delayed,Y,2025-12-09,2025-12-18,6.07,21521,Credit,Standard,2025-12-09 15:55:00,
L9008,W33,R08,C05,1771.04,Delivered,N,2025-12-09,2025-12-13,7.07,11477,COD,Standard,2025-12-09 15:59:00,
L8815,W33,R08,C03,411.15,Delayed,N,2025-12-09,2025-12-16,12.21,15852,COD,SameDay,2025-12-09 16:05:00,
L7123,W05,R05,C03,458.48,Delayed,N,2025-12-09,2025-12-14,13.68,6874,COD,Standard,2025-12-09 16:11:00,
L8108,W14,R08,C04,761.47,Delivered,N,2025-12-09,2025-12-13,4.98,22271,COD,Express,2025-12-09 16:30:00,
L8999,W04,R07,C13,595.13,Delivered,N,2025-12-09,2025-12-13,19.1,21594,Prepaid,SameDay,2025-12-09 16:33:00,
L7625,W20,R04,C05,1304.66,Delivered,N,2025-12-09,2025-12-12,6.98,7958,Prepaid,Standard,2025-12-09 16:47:00,
L9081,W37,R08,C14,440.63,Delivered,N,2025-12-09,2025-12-13,13.79,13057,Prepaid,Standard,2025-12-09 16:55:00,
L8963,W20,R04,C02,638.63,Delivered,Y,2025-12-09,2025-12-14,7.37,10912,Credit,Standard,2025-12-09 17:07:00,
L8967,W38,R06,C07,329.01,Delivered,N,2025-12-09,2025-12-16,17.9,15547,COD,Standard,2025-12-09 17:11:00,
L9725,W28,R05,C02,432.69,Delivered,N,2025-12-09,2025-12-13,10.76,4315,COD,Standard,2025-12-09 17:16:00,
L7514,W18,R07,C08,631.1,Delivered,Y,2025-12-09,2025-12-14,8.89,21747,Prepaid,Standard,2025-12-09 17:45:00,
L7584,W18,R07,C01,1303.08,Delivered,N,2025-12-09,2025-12-10,13.29,13411,Credit,Standard,2025-12-09 17:58:00,
L8086,W12,R04,C03,464.09,Delivered,N,2025-12-09,2025-12-12,6.1,14024,COD,Standard,2025-12-09 18:22:00,
L9025,W14,R08,C11,994.26,Delivered,N,2025-12-09,2025-12-19,12.05,25352,Prepaid,Standard,2025-12-09 18:27:00,
L9582,W26,R04,C02,845.24,Delivered,Y,2025-12-09,2025-12-14,12.62,22696,COD,Standard,2025-12-09 18:32:00,
L7720,W07,R04,C03,797.14,Delayed,N,2025-12-09,2025-12-16,17.84,1587,Prepaid,Standard,2025-12-09 18:50:00,
L7549,W40,R03,C08,468.65,Delivered,N,2025-12-09,2025-12-13,14.52,21836,Prepaid,Standard,2025-12-09 19:09:00,
L8092,W18,R07,C02,645.53,Delivered,N,2025-12-09,2025-12-13,16.16,14291,COD,SameDay,2025-12-09 19:14:00,
L9071,W03,R05,C12,1243.49,Delivered,N,2025-12-09,2025-12-10,10.84,23003,Credit,Standard,2025-12-09 19:19:00,
L8180,W13,R08,C10,517.34,Delayed,N,2025-12-09,2025-12-16,18.99,34176,COD,Standard,2025-12-09 19:30:00,
L8876,W26,R04,C01,1378.84,Delivered,N,2025-12-09,2025-12-09,9.5,23871,Prepaid,Express,2025-12-09 19:49:00,
L9812,W16,R02,C10,452.77,Delivered,N,2025-12-09,2025-12-13,16.52,15630,COD,Express,2025-12-09 20:07:00,
L8331,W20,R04,C06,1759.93,Delivered,N,2025-12-09,2025-12-13,21.64,9231,COD,Standard,2025-12-09 20:16:00,
L9200,W35,R01,C04,613.09,Delivered,Y,2025-12-09,2025-12-13,14.16,17733,Prepaid,Standard,2025-12-09 20:22:00,
L7183,W09,R02,C06,1300.56,Delayed,N,2025-12-09,2025-12-13,11.68,15311,COD,Standard,2025-12-09 20:31:00,
L8443,W09,R02,C09,432.89,Delayed,N,2025-12-09,2025-12-17,12.78,26436,COD,Standard,2025-12-09 20:47:00,
L9347,W24,R04,C02,574.63,Delivered,N,2025-12-09,2025-12-11,23.04,33232,Prepaid,Express,2025-12-09 21:01:00,
L7884,W40,R03,C04,4894.1,Delivered,N,2025-12-09,2025-12-13,14.94,29677,Prepaid,SameDay,2025-12-09 21:05:00,
L8956,W27,R05,C03,547.23,Delivered,N,2025-12-09,2025-12-12,14.28,16655,Prepaid,Standard,2025-12-09 21:26:00,
L8770,W20,R04,C11,1150.3,Delivered,Y,2025-12-09,2025-12-17,12.36,15299,Prepaid,Standard,2025-12-09 21:47:00,
L8152,W05,R05,C05,1169.1,Delivered,N,2025-12-09,2025-12-12,5.93,16328,Prepaid,Standard,2025-12-09 21:56:00,
L8009,W31,R07,C04,617.2,Delivered,N,2025-12-09,2025-12-13,12.07,30751,Prepaid,Standard,2025-12-09 22:32:00,
L7566,W12,R04,C09,944.74,Failed,N,2025-12-09,,24.42,25749,COD,Standard,2025-12-09 22:32:00,
L8989,W03,R05,C08,1016.32,Delivered,N,2025-12-09,2025-12-14,7.73,20001,Prepaid,Express,2025-12-09 22:32:00,
L9938,W32,R03,,1292.84,Delayed,N,2025-12-09,2025-12-22,7.71,15541,COD,Standard,2025-12-09 22:39:00,
L7069,W22,R01,C02,752.63,Delivered,N,2025-12-09,2025-12-12,11.71,16973,Prepaid,Standard,2025-12-09 23:03:00,
L7893,W40,R03,C02,559.27,Delivered,Y,2025-12-09,2025-12-11,21.98,29879,Credit,Express,2025-12-09 23:04:00,
L8564,W11,R07,C01,1272.03,Delivered,N,2025-12-09,2025-12-09,7.21,30273,COD,Standard,2025-12-09 23:05:00,
L7041,W07,R04,C04,736.86,Delivered,Y,2025-12-09,2025-12-15,16.56,17523,Prepaid,Standard,2025-12-09 23:14:00,
L8763,W40,R03,C08,620.99,Delivered,N,2025-12-09,2025-12-10,12.6,30543,Prepaid,Express,2025-12-09 23:15:00,
L7220,W20,R04,C04,624.63,Delivered,N,2025-12-09,2025-12-14,7.95,3142,Prepaid,Standard,2025-12-09 23:15:00,
L8880,W12,R04,C07,733.17,Delivered,Y,2025-12-09,2025-12-15,19.11,9540,Prepaid,Standard,2025-12-09 23:24:00,
L7051,W04,R07,C08,933.64,Delayed,N,2025-12-09,2025-12-17,20.81,11288,Credit,Standard,2025-12-09 23:33:00,
L7758,W03,R05,C02,,Delivered,N,2025-12-10,2025-12-13,17.32,18279,Prepaid,Standard,2025-12-10 00:23:00,
L9307,W03,R05,C06,755.87,Delivered,N,2025-12-10,2025-12-12,13.49,20340,Prepaid,Standard,2025-12-10 00:34:00,
L8356,W25,R04,C12,1498.02,Delivered,Y,2025-12-10,2025-12-11,11.79,21808,Prepaid,Standard,2025-12-10 00:50:00,
L9934,W05,R05,C03,568.76,Delivered,N,2025-12-10,2025-12-16,11.76,8683,COD,Standard,2025-12-10 00:59:00,
L7572,W24,R04,C04,442.42,Delivered,N,2025-12-10,2025-12-14,15.11,17846,COD,Standard,2025-12-10 01:02:00,
L7296,W09,R02,C08,747.32,Delivered,Y,2025-12-10,2025-12-12,2.45,25241,COD,Standard,2025-12-10 01:09:00,
L9868,W37,R08,C10,363.01,Delivered,N,2025-12-10,2025-12-13,0.2,7401,Prepaid,Standard,2025-12-10 01:11:00,
L7295,W12,R04,C02,583.97,Delivered,Y,2025-12-10,2025-12-11,7.97,11753,Prepaid,Express,2025-12-10 01:12:00,
L8897,W10,R03,C07,560.07,Delayed,N,2025-12-10,2025-12-19,14.15,10364,Credit,Standard,2025-12-10 01:22:00,
L9691,W06,R08,C09,525.25,Delivered,N,2025-12-10,2025-12-14,10.45,21284,Prepaid,Standard,2025-12-10 01:27:00,
L9876,W26,R04,C02,518.13,Delivered,N,2025-12-10,2025-12-13,10.76,13002,Credit,Standard,2025-12-10 01:36:00,
L8274,W31,R07,C09,768.46,Delivered,Y,2025-12-10,,6.5,18830,Prepaid,Standard,2025-12-10 01:48:00,
L9204,W21,R07,C05,1325.4,Delivered,N,2025-12-10,2025-12-13,7.0,21844,Credit,Standard,2025-12-10 02:12:00,
L7138,W12,R04,C03,778.63,Delivered,N,2025-12-10,2025-12-16,9.7,25274,Prepaid,Standard,2025-12-10 02:27:00,
L7402,W22,R01,C08,,Delayed,N,2025-12-10,2025-12-19,17.35,27016,Prepaid,Standard,2025-12-10 02:40:00,
L9322,W15,R07,C10,714.71,Delivered,N,2025-12-10,2025-12-11,5.36,19648,COD,Standard,2025-12-10 03:14:00,
L7865,W39,R06,C08,-50.0,Delivered,N,2025-12-10,2025-12-14,14.63,19271,Credit,Standard,2025-12-10 03:43:00,
L9813,W15,R07,C10,498.91,Delivered,N,2025-12-10,2025-12-13,12.28,19661,Prepaid,Standard,2025-12-10 03:50:00,
L8937,W29,R08,C05,1219.64,Delivered,N,2025-12-10,2025-12-13,13.44,15191,Credit,Standard,2025-12-10 03:56:00,
L8859,W06,R08,C12,944.48,Delivered,Y,2025-12-10,2025-12-11,10.3,9278,COD,Express,2025-12-10 04:36:00,
L7324,W29,R08,C01,776.53,Delivered,N,2025-12-10,2025-12-10,17.31,921,Prepaid,Standard,2025-12-10 04:41:00,
L9079,W03,R05,C08,636.3,Delivered,N,2025-12-10,2025-12-15,12.5,500,COD,Express,2025-12-10 04:52:00,
L8161,W08,R05,C01,1180.73,Delayed,N,2025-12-10,2025-12-15,17.84,17328,COD,Express,2025-12-10 05:09:00,
L9254,W34,R04,C10,433.13,Delivered,N,2025-12-10,2025-12-14,12.16,11664,Prepaid,Standard,2025-12-10 05:14:00,
L7519,W37,R08,C05,1234.06,Delivered,N,2025-12-10,2025-12-10,10.58,25917,Credit,Standard,2025-12-10 05:31:00,
L8209,W14,R08,C01,801.08,Delayed,N,2025-12-10,2025-12-11,17.44,500,Prepaid,Standard,2025-12-10 05:32:00,
L9062,W36,R06,C02,442.65,Delayed,N,2025-12-10,2025-12-17,23.08,29771,Prepaid,Standard,2025-12-10 06:02:00,
L7956,W23,R03,C05,1219.26,Delayed,N,2025-12-10,2025-12-14,13.61,17466,Prepaid,Standard,2025-12-10 06:06:00,
L7518,W40,R03,C07,369.32,Delayed,N,2025-12-10,2025-12-21,0.2,17848,COD,Standard,2025-12-10 06:35:00,
L9117,W20,R04,C13,611.25,Delivered,Y,2025-12-10,2025-12-14,13.02,14602,COD,Standard,2025-12-10 06:38:00,
L7875,W04,R07,C15,1355.57,Delivered,Y,2025-12-10,2025-12-12,19.88,16760,Prepaid,Standard,2025-12-10 06:43:00,
L9767,W35,R01,C03,540.53,Delivered,N,2025-12-10,2025-12-11,5.49,15934,Prepaid,Standard,2025-12-10 06:49:00,
L9358,W40,R03,C13,754.54,Delivered,N,2025-12-10,2025-12-14,19.75,27952,Prepaid,Express,2025-12-10 07:14:00,
L9042,W18,R07,C04,269.44,Delivered,N,2025-12-10,2025-12-13,12.28,15479,Credit,Standard,2025-12-10 07:21:00,
L8675,W08,R05,C08,632.65,Delayed,Y,2025-12-10,2025-12-18,9.46,25928,Prepaid,Standard,2025-12-10 07:21:00,
L9365,W35,R01,C15,1244.36,Delivered,N,2025-12-10,2025-12-10,14.77,16685,COD,Standard,2025-12-10 07:40:00,
L7416,W22,R01,C01,1961.46,Delivered,Y,2025-12-10,2025-12-10,18.47,16415,COD,Express,2025-12-10 07:42:00,
L8284,W37,R08,C02,670.79,Delivered,N,2025-12-10,2025-12-12,11.94,30703,COD,Standard,2025-12-10 07:49:00,
L9077,W16,R02,C08,732.81,Delivered,N,2025-12-10,2025-12-10,16.29,10188,Credit,Standard,2025-12-10 07:58:00,
L8174,W38,R06,C15,1665.23,Delayed,N,2025-12-10,2025-12-14,10.09,10795,Prepaid,Standard,2025-12-10 08:03:00,
L7091,W04,R07,C05,1189.92,Delivered,N,2025-12-10,2025-12-11,17.79,15660,Prepaid,Standard,2025-12-10 08:24:00,
L8839,W02,R04,C15,,Delivered,Y,2025-12-10,2025-12-10,12.1,14078,Prepaid,Express,2025-12-10 08:26:00,
L8264,W11,R07,C12,1523.53,Delayed,N,2025-12-10,2025-12-10,22.37,5962,COD,Standard,2025-12-10 08:27:00,
L7024,W15,R07,C10,1092.77,Delivered,Y,2025-12-10,2025-12-14,9.5,8989,COD,Express,2025-12-10 08:34:00,
L7377,W14,R08,C01,1517.19,Delivered,N,2025-12-10,2025-12-12,1.04,16040,Credit,Standard,2025-12-10 08:46:00,
L7064,W12,R04,C01,1214.96,Delivered,N,2025-12-10,2025-12-10,12.3,27039,Prepaid,Standard,2025-12-10 08:51:00,
L9478,W13,R08,C07,351.26,Delayed,N,2025-12-10,2025-12-19,11.45,22785,COD,Express,2025-12-10 10:00:00,
L8158,W03,R05,C10,734.06,Delayed,Y,2025-12-10,2025-12-15,8.94,9038,COD,Standard,2025-12-10 10:01:00,
L8685,W32,R03,C10,608.98,Delivered,Y,2025-12-10,2025-12-12,10.29,10093,Prepaid,Standard,2025-12-10 10:20:00,
L9698,W24,R04,C08,965.46,Delivered,N,2025-12-10,2025-12-07,19.7,28419,COD,Express,2025-12-10 11:06:00,
L7722,W09,R02,C08,698.6,Delivered,Y,2025-12-10,2025-12-14,21.34,14938,Prepaid,Standard,2025-12-10 11:10:00,
L7947,W13,R08,C09,924.76,Delayed,Y,2025-12-10,2025-12-18,8.7,7250,COD,Standard,2025-12-10 11:53:00,
